"Date","Longitude","Latitude","Elevation","Max Temperature","Min Temperature","Precipitation","Wind","Relative Humidity","Solar"
"1/1/2000","74.0625","24.5100002288818","434","27.579","9.21699999999998","0","3.10439854460281","0.217455710010454","16.176708252",
"1/2/2000","74.0625","24.5100002288818","434","26.828","8.68099999999998","0","2.57997535099354","0.264513430879049","16.026638832",
"1/3/2000","74.0625","24.5100002288818","434","27.034","6.55500000000001","0","1.66553001321338","0.270780630580586","16.178517828",
"1/4/2000","74.0625","24.5100002288818","434","26.87","6.31400000000002","0","1.95270347119248","0.263888022925014","16.24016232",
"1/5/2000","74.0625","24.5100002288818","434","26.597","6.59800000000001","0","1.51325667106284","0.323486103698406","16.14262482",
"1/6/2000","74.0625","24.5100002288818","434","26.935","6.84699999999998","0","2.04137906270962","0.272156166303863","16.320156732",
"1/7/2000","74.0625","24.5100002288818","434","28.351","7.62299999999999","0","2.30995016578386","0.244907444104643","16.14223188",
"1/8/2000","74.0625","24.5100002288818","434","29.843","9.32999999999998","0","2.80110379532022","0.284431434980429","16.354005912",
"1/9/2000","74.0625","24.5100002288818","434","30.259","9.50299999999999","0","2.87228564484794","0.252782156204149","15.261641388",
"1/10/2000","74.0625","24.5100002288818","434","30.686","10.061","0","2.21235893137739","0.432584441208364","15.756857532",
"1/11/2000","74.0625","24.5100002288818","434","30.409","9.29500000000002","0","3.20314809465716","0.278973700151456","16.588408032",
"1/12/2000","74.0625","24.5100002288818","434","28.56","11.319","0","3.71467577125754","0.318470612012077","16.448396868",
"1/13/2000","74.0625","24.5100002288818","434","25.499","11.075","0","3.19029304839103","0.417120004225377","16.468482312",
"1/14/2000","74.0625","24.5100002288818","434","23.534","6.11700000000002","0","2.37649112964356","0.279628460493712","16.92089694",
"1/15/2000","74.0625","24.5100002288818","434","22.008","7.024","0","4.03692444688551","0.139971926229136","17.27100144",
"1/16/2000","74.0625","24.5100002288818","434","21.677","5.75999999999999","0","5.47922284339353","0.213556904975257","17.301258684",
"1/17/2000","74.0625","24.5100002288818","434","24.251","6.31599999999997","0","4.49492463099544","0.197607430141798","17.16941682",
"1/18/2000","74.0625","24.5100002288818","434","28.203","9.08199999999999","0","2.79268665362099","0.261113626231133","16.833544992",
"1/19/2000","74.0625","24.5100002288818","434","30.825","8.41899999999998","0","2.67830670788782","0.292754768298262","17.04239262",
"1/20/2000","74.0625","24.5100002288818","434","29.709","8.43000000000001","0","2.7362198979287","0.16418304483618","17.165534868",
"1/21/2000","74.0625","24.5100002288818","434","27.693","9.858","0","3.0872454983172","0.386191876436412","16.977543048",
"1/22/2000","74.0625","24.5100002288818","434","27.508","11.017","0","3.0038079471426","0.538403611979134","17.171881812",
"1/23/2000","74.0625","24.5100002288818","434","28.977","12.75","0","1.72136791659819","0.450658303930448","17.087906412",
"1/24/2000","74.0625","24.5100002288818","434","28.114","11.073","0","3.06830439418012","0.318908620730873","17.336644776",
"1/25/2000","74.0625","24.5100002288818","434","29.668","9.803","0","2.91036432021694","0.338015073355798","17.331638976",
"1/26/2000","74.0625","24.5100002288818","434","28.731","11.524","0","2.8963774320869","0.293886783184428","17.583466608",
"1/27/2000","74.0625","24.5100002288818","434","25.541","11.78","0","5.45810786499944","0.326962298456174","17.871804072",
"1/28/2000","74.0625","24.5100002288818","434","24.465","8.255","0","4.67664357198462","0.290912586210571","18.524696508",
"1/29/2000","74.0625","24.5100002288818","434","27.678","8.10199999999998","0","2.44614865081281","0.215197706611804","18.48442464",
"1/30/2000","74.0625","24.5100002288818","434","30.459","7.339","0","2.76455318843899","0.193231315597063","18.59445306",
"1/31/2000","74.0625","24.5100002288818","434","29.914","10.129","0","4.82218100552593","0.171197531895688","18.772929432",
"2/1/2000","74.0625","24.5100002288818","434","27.79","9.79700000000003","0","2.81909052498185","0.442992585563601","18.226016892",
"2/2/2000","74.0625","24.5100002288818","434","27.496","9.78800000000001","0","3.3856858127621","0.236745321419357","18.512662104",
"2/3/2000","74.0625","24.5100002288818","434","28.545","10.326","0","3.47449395147821","0.41549809756453","18.2172861",
"2/4/2000","74.0625","24.5100002288818","434","27.91","11.579","0.041198724","4.11992800856709","0.442963703238603","18.134158572",
"2/5/2000","74.0625","24.5100002288818","434","24.222","12.023","0.65746296","3.7087811276827","0.517476787064357","18.93853368",
"2/6/2000","74.0625","24.5100002288818","434","23.367","7.721","0","3.12398501604431","0.454233229455122","18.85252446",
"2/7/2000","74.0625","24.5100002288818","434","24.722","8.64400000000001","0","2.98862657115905","0.312772148573174","19.187999712",
"2/8/2000","74.0625","24.5100002288818","434","26.875","8.77999999999997","0","2.25337386777598","0.259190889472525","19.24813188",
"2/9/2000","74.0625","24.5100002288818","434","26.097","9.01100000000002","0","2.95876261544942","0.254361850889089","19.211293008",
"2/10/2000","74.0625","24.5100002288818","434","26.905","9.05000000000001","0","4.30711822478149","0.292916474065506","18.73755018",
"2/11/2000","74.0625","24.5100002288818","434","24.249","10.227","0","3.67611200931473","0.466690063207417","19.724173992",
"2/12/2000","74.0625","24.5100002288818","434","23.87","6.85700000000003","0","2.06182262250513","0.276920722153062","20.0426589",
