"Date","Longitude","Latitude","Elevation","Max Temperature","Min Temperature","Precipitation","Wind","Relative Humidity","Solar"
"1/1/2000","75","22.6366004943848","519","28.473","13.252","0","3.20692115700987","0.251217342725285","16.620753168",
"1/2/2000","75","22.6366004943848","519","27.729","12.794","0","2.91014862499059","0.245927304216938","16.780439232",
"1/3/2000","75","22.6366004943848","519","28.589","11.717","0","2.26131339277978","0.235500033297486","17.037562248",
"1/4/2000","75","22.6366004943848","519","27.007","11.019","0","2.44988095535215","0.232165279806116","17.079075036",
"1/5/2000","75","22.6366004943848","519","27.962","11.704","0","2.20664136607568","0.255342777691335","17.029630872",
"1/6/2000","75","22.6366004943848","519","27.927","10.535","0","2.09089688672228","0.248467694217546","17.211713652",
"1/7/2000","75","22.6366004943848","519","27.384","8.75299999999999","0","1.73671553258225","0.251494240748363","17.047235448",
"1/8/2000","75","22.6366004943848","519","28.851","9.03399999999999","0","2.1482855720463","0.226821062118967","17.197086132",
"1/9/2000","75","22.6366004943848","519","30.359","10.682","0","2.21506514499028","0.214547564440127","17.227007748",
"1/10/2000","75","22.6366004943848","519","31.36","10.006","0","1.96003160598912","0.249247218339539","17.220315852",
"1/11/2000","75","22.6366004943848","519","31.448","13.766","0","2.97120075234196","0.237481515290657","16.944863652",
"1/12/2000","75","22.6366004943848","519","29.424","17.866","0","2.29425414968095","0.286562941866195","12.487216212",
"1/13/2000","75","22.6366004943848","519","27.28","11.766","0","2.72993093244531","0.359907120190456","17.09685468",
"1/14/2000","75","22.6366004943848","519","26.575","10.607","0","2.6419506542521","0.28026901799975","17.458873488",
"1/15/2000","75","22.6366004943848","519","25.932","10.774","0","2.84111156048953","0.233718136368631","17.5615884",
"1/16/2000","75","22.6366004943848","519","25.741","10.459","0","4.28281828863491","0.317923253796306","17.44475562",
"1/17/2000","75","22.6366004943848","519","27.357","12.554","0","4.26191570330152","0.306173059774755","17.105455692",
"1/18/2000","75","22.6366004943848","519","30.394","13.857","0","2.93877552826848","0.341600383421729","17.18381502",
"1/19/2000","75","22.6366004943848","519","31.162","12.794","0","2.60548768990725","0.353992088402644","17.596681308",
"1/20/2000","75","22.6366004943848","519","30.197","12.333","0","2.74751870618152","0.18735749307844","18.054845136",
"1/21/2000","75","22.6366004943848","519","27.286","10.446","0","3.11430732667301","0.306498443501709","17.915568048",
"1/22/2000","75","22.6366004943848","519","27.616","12.447","0","2.8598520767146","0.543586560362572","17.845307532",
"1/23/2000","75","22.6366004943848","519","29.94","13.217","0","1.52502693968043","0.503577199786319","17.7641424",
"1/24/2000","75","22.6366004943848","519","28.248","11.107","0","1.85711484726812","0.418691872820141","18.03690198",
